route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
9,Sun / Hol,2761,Evergreen/Andresen,0,6,24,0,0
8,Sun / Hol,2733,99th Street TC,0,6,21,0,0
8,Sun / Hol,2745,Evergreen Blvd & C St,1,6,22,0,0
9,Sun / Hol,2754,Van Mall TC,1,6,23,0,0
9,Sun / Hol,2763,Evergreen/Andresen,0,6,24,0,0
8,Sun / Hol,2735,99th Street TC,0,6,21,0,0
8,Sun / Hol,2738,Evergreen Blvd & C St,1,7,22,0,0
9,Sun / Hol,2747,Van Mall TC,1,7,23,0,0
9,Sun / Hol,2756,Evergreen/Andresen,0,7,24,0,0
8,Sun / Hol,2728,99th Street TC,0,7,21,0,0
8,Sun / Hol,2740,Evergreen Blvd & C St,1,7,22,0,0
9,Sun / Hol,2749,Van Mall TC,1,7,23,0,0
9,Sun / Hol,2758,Evergreen/Andresen,0,7,24,0,0
8,Sun / Hol,2730,99th Street TC,0,7,21,0,0
8,Sun / Hol,2742,Evergreen Blvd & C St,1,7,22,0,0
9,Sun / Hol,2751,Van Mall TC,1,7,23,0,0
9,Sun / Hol,2760,Evergreen/Andresen,0,7,24,0,0
8,Sun / Hol,2732,99th Street TC,0,7,21,0,0
8,Sun / Hol,2744,Evergreen Blvd & C St,1,7,22,0,0
9,Sun / Hol,2753,Van Mall TC,1,7,23,0,0
9,Sun / Hol,2762,Evergreen/Andresen,0,7,24,0,0
8,Sun / Hol,2734,99th Street TC,0,7,21,0,0
8,Sun / Hol,2746,Evergreen Blvd & C St,1,7,22,0,0
9,Sun / Hol,2755,Van Mall TC,1,7,23,0,0
9,Sun / Hol,2764,Evergreen/Andresen,0,7,24,0,0
8,Sun / Hol,2736,99th Street TC,0,7,21,0,0
10,Sun / Hol,1560,Fisher's Landing Transit via 164,1,8,27,0,0
10,Sun / Hol,1549,Evergreen Blvd & C St via 192,0,8,34,0,0
10,Sun / Hol,1577,Fisher's Landing Transit via 192,1,8,30,0,0
10,Sun / Hol,1536,Evergreen Blvd & C St via 164,0,8,33,0,0
10,Sun / Hol,1563,Fisher's Landing Transit via 164,1,8,27,0,0
10,Sun / Hol,1552,Evergreen Blvd & C St via 192,0,8,34,0,0
10,Sun / Hol,1580,Fisher's Landing Transit via 192,1,8,30,0,0
10,Sun / Hol,1539,Evergreen Blvd & C St via 164,0,8,33,0,0
10,Sun / Hol,1566,Fisher's Landing Transit via 164,1,8,27,0,0
10,Sun / Hol,1555,Evergreen Blvd & C St via 192,0,8,34,0,0
10,Sun / Hol,1583,Fisher's Landing Transit via 192,1,8,30,0,0
10,Sun / Hol,1542,Evergreen Blvd & C St via 164,0,8,33,0,0
10,Sun / Hol,1569,Fisher's Landing Transit via 164,1,8,27,0,0
10,Sun / Hol,1558,Evergreen Blvd & C St via 192,0,8,34,0,0
10,Sun / Hol,1586,Fisher's Landing Transit via 192,1,8,30,0,0
10,Sun / Hol,1545,Evergreen Blvd & C St via 164,0,8,33,0,0
10,Sun / Hol,1572,Fisher's Landing Transit via 164,1,8,27,0,0
10,Sun / Hol,1686,Evergreen Blvd & C St via 164,0,8,33,0,0
10,Sun / Hol,1589,Fisher's Landing Transit via 164,1,8,27,0,0
10,Sun / Hol,1548,Evergreen Blvd & C St via 164,0,8,33,0,0
10,Sun / Hol,1575,Fisher's Landing Transit via 164,1,8,27,0,0
10,Sun / Hol,1534,Evergreen Blvd & C St via 164,0,9,33,0,0
10,Sun / Hol,1561,Fisher's Landing Transit via 164,1,9,27,0,0
10,Sun / Hol,1550,Evergreen Blvd & C St via 192,0,9,34,0,0
10,Sun / Hol,1578,Fisher's Landing Transit via 192,1,9,30,0,0
10,Sun / Hol,1537,Evergreen Blvd & C St via 164,0,9,33,0,0
10,Sun / Hol,1564,Fisher's Landing Transit via 164,1,9,27,0,0
10,Sun / Hol,1553,Evergreen Blvd & C St via 192,0,9,34,0,0
10,Sun / Hol,1581,Fisher's Landing Transit via 192,1,9,30,0,0
10,Sun / Hol,1540,Evergreen Blvd & C St via 164,0,9,33,0,0
10,Sun / Hol,1567,Fisher's Landing Transit via 164,1,9,27,0,0
10,Sun / Hol,1556,Evergreen Blvd & C St via 192,0,9,34,0,0
10,Sun / Hol,1584,Fisher's Landing Transit via 192,1,9,30,0,0
10,Sun / Hol,1543,Evergreen Blvd & C St via 164,0,9,33,0,0
10,Sun / Hol,1570,Fisher's Landing Transit via 164,1,9,27,0,0
10,Sun / Hol,1559,Evergreen Blvd & C St via 192,0,9,34,0,0
10,Sun / Hol,1587,Fisher's Landing Transit via 164,1,9,27,0,0
10,Sun / Hol,1546,Evergreen Blvd & C St via 164,0,9,33,0,0
10,Sun / Hol,1573,Fisher's Landing Transit via 164,1,9,27,0,0
10,Sun / Hol,1687,Evergreen Blvd & C St via 164,0,9,33,0,0
10,Sun / Hol,1590,Fisher's Landing Transit via 164,1,9,27,0,0
10,Sun / Hol,1576,Fisher's Landing Transit via 192,1,10,30,0,0
10,Sun / Hol,1535,Evergreen Blvd & C St via 164,0,10,33,0,0
10,Sun / Hol,1562,Fisher's Landing Transit via 164,1,10,27,0,0
10,Sun / Hol,1551,Evergreen Blvd & C St via 192,0,10,34,0,0
10,Sun / Hol,1579,Fisher's Landing Transit via 192,1,10,30,0,0
10,Sun / Hol,1538,Evergreen Blvd & C St via 164,0,10,33,0,0
10,Sun / Hol,1565,Fisher's Landing Transit via 164,1,10,27,0,0
10,Sun / Hol,1554,Evergreen Blvd & C St via 192,0,10,34,0,0
10,Sun / Hol,1582,Fisher's Landing Transit via 192,1,10,30,0,0
10,Sun / Hol,1541,Evergreen Blvd & C St via 164,0,10,33,0,0
10,Sun / Hol,1568,Fisher's Landing Transit via 164,1,10,27,0,0
10,Sun / Hol,1557,Evergreen Blvd & C St via 192,0,10,34,0,0
10,Sun / Hol,1585,Fisher's Landing Transit via 192,1,10,30,0,0
10,Sun / Hol,1544,Evergreen Blvd & C St via 164,0,10,33,0,0
10,Sun / Hol,1571,Fisher's Landing Transit via 164,1,10,27,0,0
10,Sun / Hol,1685,Evergreen Blvd & C St via 164,0,10,33,0,0
10,Sun / Hol,1588,Fisher's Landing Transit via 164,1,10,27,0,0
10,Sun / Hol,1547,Evergreen Blvd & C St via 164,0,10,33,0,0
10,Sun / Hol,1574,Fisher's Landing Transit via 164,1,10,27,0,0
13,Sun / Hol,1913,City Center,1,11,36,0,0
13,Sun / Hol,1851,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1915,City Center,1,11,36,0,0
13,Sun / Hol,1853,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1917,City Center,1,11,36,0,0
13,Sun / Hol,1855,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1919,City Center,1,11,36,0,0
13,Sun / Hol,1857,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1924,City Center,1,11,36,0,0
13,Sun / Hol,1862,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1929,City Center,1,11,36,0,0
13,Sun / Hol,1867,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1934,City Center,1,11,36,0,0
13,Sun / Hol,1872,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1939,City Center,1,11,36,0,0
13,Sun / Hol,1877,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1944,City Center,1,11,36,0,0
13,Sun / Hol,1882,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1949,City Center,1,11,36,0,0
13,Sun / Hol,1887,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1954,City Center,1,11,36,0,0
13,Sun / Hol,1892,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1959,City Center,1,11,36,0,0
13,Sun / Hol,1897,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1964,City Center,1,11,36,0,0
13,Sun / Hol,1902,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1968,City Center,1,11,36,0,0
13,Sun / Hol,1906,Van Mall TC,0,11,35,0,0
13,Sun / Hol,1914,City Center,1,12,36,0,0
13,Sun / Hol,1852,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1916,City Center,1,12,36,0,0
13,Sun / Hol,1854,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1918,City Center,1,12,36,0,0
13,Sun / Hol,1856,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1922,City Center,1,12,36,0,0
13,Sun / Hol,1860,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1927,City Center,1,12,36,0,0
13,Sun / Hol,1865,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1932,City Center,1,12,36,0,0
13,Sun / Hol,1870,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1937,City Center,1,12,36,0,0
13,Sun / Hol,1875,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1942,City Center,1,12,36,0,0
13,Sun / Hol,1880,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1947,City Center,1,12,36,0,0
13,Sun / Hol,1885,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1952,City Center,1,12,36,0,0
13,Sun / Hol,1890,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1957,City Center,1,12,36,0,0
13,Sun / Hol,1895,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1962,City Center,1,12,36,0,0
13,Sun / Hol,1900,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1967,City Center,1,12,36,0,0
13,Sun / Hol,1905,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1970,City Center,1,12,36,0,0
13,Sun / Hol,1908,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1972,City Center,1,12,36,0,0
13,Sun / Hol,1910,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1974,City Center,1,12,36,0,0
13,Sun / Hol,1912,Van Mall TC,0,12,35,0,0
13,Sun / Hol,1920,City Center,1,13,36,0,0
13,Sun / Hol,1858,Van Mall TC,0,13,35,0,0
13,Sun / Hol,1925,City Center,1,13,36,0,0
13,Sun / Hol,1863,Van Mall TC,0,13,35,0,0
13,Sun / Hol,1930,City Center,1,13,36,0,0
13,Sun / Hol,1868,Van Mall TC,0,13,35,0,0
13,Sun / Hol,1935,City Center,1,13,36,0,0
13,Sun / Hol,1873,Van Mall TC,0,13,35,0,0
13,Sun / Hol,1940,City Center,1,13,36,0,0
13,Sun / Hol,1878,Van Mall TC,0,13,35,0,0
13,Sun / Hol,1945,City Center,1,13,36,0,0
13,Sun / Hol,1883,Van Mall TC,0,13,35,0,0
13,Sun / Hol,1950,City Center,1,13,36,0,0
13,Sun / Hol,1888,Van Mall TC,0,13,35,0,0
13,Sun / Hol,1955,City Center,1,13,36,0,0
13,Sun / Hol,1893,Van Mall TC,0,13,35,0,0
13,Sun / Hol,1960,City Center,1,13,36,0,0
13,Sun / Hol,1898,Van Mall TC,0,13,35,0,0
13,Sun / Hol,1965,City Center,1,13,36,0,0
13,Sun / Hol,1903,Van Mall TC,0,13,35,0,0
13,Sun / Hol,1969,City Center,1,13,36,0,0
13,Sun / Hol,1907,Van Mall TC,0,13,35,0,0
13,Sun / Hol,1971,City Center,1,13,36,0,0
13,Sun / Hol,1909,Van Mall TC,0,13,35,0,0
13,Sun / Hol,1973,City Center,1,13,36,0,0
13,Sun / Hol,1911,Van Mall TC,0,13,35,0,0
13,Sun / Hol,1921,City Center,1,14,36,0,0
13,Sun / Hol,1859,Van Mall TC,0,14,35,0,0
13,Sun / Hol,1926,City Center,1,14,36,0,0
13,Sun / Hol,1864,Van Mall TC,0,14,35,0,0
13,Sun / Hol,1931,City Center,1,14,36,0,0
13,Sun / Hol,1869,Van Mall TC,0,14,35,0,0
13,Sun / Hol,1936,City Center,1,14,36,0,0
13,Sun / Hol,1874,Van Mall TC,0,14,35,0,0
13,Sun / Hol,1941,City Center,1,14,36,0,0
13,Sun / Hol,1879,Van Mall TC,0,14,35,0,0
13,Sun / Hol,1946,City Center,1,14,36,0,0
13,Sun / Hol,1884,Van Mall TC,0,14,35,0,0
13,Sun / Hol,1951,City Center,1,14,36,0,0
13,Sun / Hol,1889,Van Mall TC,0,14,35,0,0
13,Sun / Hol,1956,City Center,1,14,36,0,0
13,Sun / Hol,1894,Van Mall TC,0,14,35,0,0
13,Sun / Hol,1961,City Center,1,14,36,0,0
13,Sun / Hol,1899,Van Mall TC,0,14,35,0,0
13,Sun / Hol,1966,City Center,1,14,36,0,0
13,Sun / Hol,1904,Van Mall TC,0,14,35,0,0
13,Sun / Hol,1923,City Center,1,15,36,0,0
13,Sun / Hol,1861,Van Mall TC,0,15,35,0,0
13,Sun / Hol,1928,City Center,1,15,36,0,0
13,Sun / Hol,1866,Van Mall TC,0,15,35,0,0
13,Sun / Hol,1933,City Center,1,15,36,0,0
13,Sun / Hol,1871,Van Mall TC,0,15,35,0,0
13,Sun / Hol,1938,City Center,1,15,36,0,0
13,Sun / Hol,1876,Van Mall TC,0,15,35,0,0
13,Sun / Hol,1943,City Center,1,15,36,0,0
13,Sun / Hol,1881,Van Mall TC,0,15,35,0,0
13,Sun / Hol,1948,City Center,1,15,36,0,0
13,Sun / Hol,1886,Van Mall TC,0,15,35,0,0
13,Sun / Hol,1953,City Center,1,15,36,0,0
13,Sun / Hol,1891,Van Mall TC,0,15,35,0,0
13,Sun / Hol,1958,City Center,1,15,36,0,0
13,Sun / Hol,1896,Van Mall TC,0,15,35,0,0
13,Sun / Hol,1963,City Center,1,15,36,0,0
13,Sun / Hol,1901,Van Mall TC,0,15,35,0,0
14,Sun / Hol,1991,Delta Park No Jantzen,1,16,39,0,0
14,Sun / Hol,2052,City Center via Jantzen,0,16,40,0,0
14,Sun / Hol,1992,Delta Park No Jantzen,1,16,39,0,0
14,Sun / Hol,2053,City Center via Jantzen,0,16,40,0,0
14,Sun / Hol,1993,Delta Park No Jantzen,1,16,39,0,0
14,Sun / Hol,2054,City Center via Jantzen,0,16,40,0,0
14,Sun / Hol,1994,Delta Park No Jantzen,1,16,39,0,0
14,Sun / Hol,2055,City Center via Jantzen,0,16,40,0,0
14,Sun / Hol,1995,Delta Park No Jantzen,1,16,39,0,0
14,Sun / Hol,2056,City Center via Jantzen,0,16,40,0,0
14,Sun / Hol,1996,Delta Park No Jantzen,1,16,39,0,0
14,Sun / Hol,2058,City Center via Jantzen,0,16,40,0,0
14,Sun / Hol,1998,Delta Park No Jantzen,1,16,39,0,0
14,Sun / Hol,2060,City Center via Jantzen,0,16,40,0,0
14,Sun / Hol,2000,Delta Park No Jantzen,1,16,39,0,0
14,Sun / Hol,2062,City Center via Jantzen,0,16,40,0,0
14,Sun / Hol,2002,Delta Park No Jantzen,1,16,39,0,0
14,Sun / Hol,2064,City Center via Jantzen,0,16,40,0,0
14,Sun / Hol,2004,Delta Park No Jantzen,1,16,39,0,0
14,Sun / Hol,2066,City Center via Jantzen,0,16,40,0,0
14,Sun / Hol,2006,Delta Park No Jantzen,1,16,39,0,0
14,Sun / Hol,2068,City Center via Jantzen,0,16,40,0,0
14,Sun / Hol,2008,Delta Park No Jantzen,1,16,39,0,0
14,Sun / Hol,2070,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2010,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2072,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2012,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2074,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2014,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2076,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2016,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2078,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2018,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2080,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2020,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2082,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2022,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2084,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2024,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2086,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2026,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2088,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2028,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2090,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2030,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2092,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2032,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2094,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2034,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2096,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2036,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2098,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2038,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2100,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2040,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2102,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2042,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2104,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2044,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2106,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2046,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2108,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2047,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2109,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2048,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2110,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2049,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2111,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2050,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2112,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,2051,Delta Park via Jantzen,1,16,37,0,0
14,Sun / Hol,2113,City Center No Jantzen,0,16,41,0,0
14,Sun / Hol,3582,Broadway & 12th St fs,1,16,38,0,0
14,Sun / Hol,2057,City Center via Jantzen,0,17,40,0,0
14,Sun / Hol,1997,Delta Park No Jantzen,1,17,39,0,0
14,Sun / Hol,2059,City Center via Jantzen,0,17,40,0,0
14,Sun / Hol,1999,Delta Park No Jantzen,1,17,39,0,0
14,Sun / Hol,2061,City Center via Jantzen,0,17,40,0,0
14,Sun / Hol,2001,Delta Park No Jantzen,1,17,39,0,0
14,Sun / Hol,2063,City Center via Jantzen,0,17,40,0,0
14,Sun / Hol,2003,Delta Park No Jantzen,1,17,39,0,0
14,Sun / Hol,2065,City Center via Jantzen,0,17,40,0,0
14,Sun / Hol,2005,Delta Park No Jantzen,1,17,39,0,0
14,Sun / Hol,2067,City Center via Jantzen,0,17,40,0,0
14,Sun / Hol,2007,Delta Park No Jantzen,1,17,39,0,0
14,Sun / Hol,2069,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2009,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2071,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2011,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2073,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2013,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2075,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2015,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2077,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2017,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2079,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2019,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2081,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2021,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2083,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2023,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2085,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2025,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2087,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2027,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2089,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2029,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2091,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2031,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2093,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2033,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2095,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2035,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2097,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2037,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2099,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2039,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2101,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2041,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2103,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2043,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2105,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,2045,Delta Park via Jantzen,1,17,37,0,0
14,Sun / Hol,2107,City Center No Jantzen,0,17,41,0,0
14,Sun / Hol,4662,Broadway & 12th St fs,1,17,38,0,0
15,Sun / Hol,525,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,545,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,526,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,546,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,527,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,547,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,528,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,548,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,529,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,549,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,530,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,550,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,531,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,551,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,532,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,552,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,533,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,553,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,534,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,554,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,535,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,555,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,536,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,556,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,537,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,557,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,538,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,558,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,539,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,559,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,540,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,560,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,541,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,561,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,542,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,562,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,543,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,563,Fisher's Landing Transit,0,18,43,0,0
15,Sun / Hol,544,Parkrose/Sumner Transit,1,18,42,0,0
15,Sun / Hol,564,Fisher's Landing Transit,0,18,43,0,0
17,Sun / Hol,565,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,566,99th Street TC,0,19,44,0,0
17,Sun / Hol,4035,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,568,99th Street TC,0,19,44,0,0
17,Sun / Hol,4037,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,570,99th Street TC,0,19,44,0,0
17,Sun / Hol,4039,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,572,99th Street TC,0,19,44,0,0
17,Sun / Hol,4041,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,4064,99th Street TC,0,19,44,0,0
17,Sun / Hol,4043,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,4066,99th Street TC,0,19,44,0,0
17,Sun / Hol,4045,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,4068,99th Street TC,0,19,44,0,0
17,Sun / Hol,4047,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,4070,99th Street TC,0,19,44,0,0
17,Sun / Hol,4049,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,4072,99th Street TC,0,19,44,0,0
17,Sun / Hol,4051,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,4074,99th Street TC,0,19,44,0,0
17,Sun / Hol,4053,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,4076,99th Street TC,0,19,44,0,0
17,Sun / Hol,4055,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,573,99th Street TC,0,19,44,0,0
17,Sun / Hol,4057,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,575,99th Street TC,0,19,44,0,0
17,Sun / Hol,4059,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,577,99th Street TC,0,19,44,0,0
17,Sun / Hol,4061,Broadway & Evergreen Blv,1,19,45,0,0
17,Sun / Hol,4034,Broadway & Evergreen Blv,1,20,45,0,0
17,Sun / Hol,567,99th Street TC,0,20,44,0,0
17,Sun / Hol,4036,Broadway & Evergreen Blv,1,20,45,0,0
17,Sun / Hol,569,99th Street TC,0,20,44,0,0
17,Sun / Hol,4038,Broadway & Evergreen Blv,1,20,45,0,0
17,Sun / Hol,571,99th Street TC,0,20,44,0,0
17,Sun / Hol,4040,Broadway & Evergreen Blv,1,20,45,0,0
17,Sun / Hol,4063,99th Street TC,0,20,44,0,0
17,Sun / Hol,4042,Broadway & Evergreen Blv,1,20,45,0,0
17,Sun / Hol,4065,99th Street TC,0,20,44,0,0
17,Sun / Hol,4044,Broadway & Evergreen Blv,1,20,45,0,0
17,Sun / Hol,4067,99th Street TC,0,20,44,0,0
17,Sun / Hol,4046,Broadway & Evergreen Blv,1,20,45,0,0
17,Sun / Hol,4069,99th Street TC,0,20,44,0,0
17,Sun / Hol,4048,Broadway & Evergreen Blv,1,20,45,0,0
17,Sun / Hol,4071,99th Street TC,0,20,44,0,0
17,Sun / Hol,4050,Broadway & Evergreen Blv,1,20,45,0,0
