stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
655,1030,Ft Vancouver Wy & St Johns,,45.64114,-122.647797,,,0,,,0
464,1231,Mill Plain & 97th Ave,,45.621281,-122.573921,,,0,,,0
563,2743,NE 99th St & 25th Ave,,45.693039,-122.645912,,,0,,,0
211,3038,NW 139th St at Sky View High School,,45.7216,-122.685051,,,0,,,0
532,1343,Hwy 99 & 112th St,,45.701641,-122.652046,,,0,,,0
217,3002,Bliss Rd & 21st Ave,,45.7239,-122.693619,,,0,,,0
376,2058,Evergreen Blvd & E Reserve St [wb],,45.62595,-122.653458,,,0,,,0
662,4108,Ward Rd & Fourth Plain,,45.67305,-122.521156,,,0,,,0
121,680,Fourth Plain & Z St,,45.638138,-122.644112,,,0,,,0
128,675,Fourth Plain & D St,,45.640129,-122.668167,,,0,,,0
800,3192,SW Sam Jackson Pk & OHSU,,45.499359,-122.685471,,,0,,,0
531,2218,Hwy 99 11300 Block,,45.703461,-122.651093,,,0,,,0
587,3005,NW 139th St & 10th Ct,,45.721642,-122.680023,,,0,,,0
260,1332,Hwy 99 7000 Block,,45.673401,-122.66291,,,0,,,0
981,6011,W Main St & 15th Ave [wb],,45.780796,-122.553398,,,0,,,0
409,1120,Andresen & 18th St [nb],,45.637093,-122.600082,,,0,,,0
354,1082,Fourth Plain 10400 Block,,45.663059,-122.565742,,,0,,,0
399,2054,Andresen & Louisiana Dr [sb],,45.61948,-122.60231,,,0,,,0
278,980,St Johns 4200 Block,,45.652538,-122.636353,,,0,,,0
426,2325,E St 600 Block,,45.583111,-122.367691,,,0,,,0
77,581,McLoughlin & F St [eb],,45.634876,-122.666084,,,0,,,0
334,1038,E 18th St 4600 Block [eb],,45.634777,-122.621147,,,0,,,0
30,3114,Bernie Dr & Lupin St [wb],,45.670422,-122.68618,,,0,,,0
517,737,Hazel Dell Ave & 68th St [nb],,45.670872,-122.667892,,,0,,,0
1002,6048,NE 3rd Ave & Franklin St [eb],,45.586349,-122.401138,,,0,,,0
589,3239,NE 162nd Ave & 18th St [sb],,45.636059,-122.506248,,,0,,,0
990,6019,SW Campus Dr & Terwilliger,,45.499195,-122.68261,,,0,,,0
953,6002,SW 6th & Columbia,,45.514267,-122.681091,,,0,,,0
636,3374,E St & 9th St,,45.581451,-122.362244,,,0,,,0
964,2933,Mill Plain & 177th Ave,,45.616631,-122.493431,,,0,,,0
741,1219,Mill Plain & Chkalov Dr,,45.6208,-122.554062,,,0,,,0
398,2055,Andresen at St Joseph Church,,45.617504,-122.602188,,,0,,,0
287,1022,St James & 54th St,,45.660969,-122.638199,,,0,,,0
164,831,E Main & SE Clark Ave [eb],,45.78093,-122.529968,,,0,,,0
782,3026,Hazel Dell Ave & 84th St,,45.683819,-122.66951,,,0,,,0
394,2866,Evergreen Blvd & Shorewood Dr,,45.618271,-122.615646,,,0,,,0
1106,6149,Gaiser Hall [sb],,45.637032,-122.651466,,,0,,,0
867,3074,Grace Ave & 4th St,,45.778069,-122.52771,,,0,,,0
35,2706,NW 78th St & Fruit Valley Rd [wb],,45.6786,-122.691498,,,0,,,0
346,1095,NE 76th St & Ward Rd,,45.67741,-122.519371,,,0,,,0
31,2930,Bernie Dr & Lupin St,,45.670551,-122.686646,,,0,,,0
42,2838,NW 78th St & 10th Ave [wb],,45.67873,-122.680351,,,0,,,0
525,3022,Hazel Dell Ave 7900 Block,,45.680019,-122.66922,,,0,,,0
1121,6163,General Anderson [eb],,45.639999,-122.620941,,,0,,,0
639,3377,NE 3rd Ave & 4th St,,45.586498,-122.371262,,,0,,,0
327,1076,NE 18th St & 65th Ave [wb],,45.63649,-122.605598,,,0,,,0
891,324,NE 136th Ave at Firstenburg Center,,45.62537,-122.534889,,,0,,,0
63,589,McLoughlin Blvd & Grand [eb],,45.63245,-122.64138,,,0,,,0
313,1065,NE 28th St & 112th Ave,,45.642849,-122.55677,,,0,,,0
182,935,NE 112th Ave & 49th St NB,,45.657001,-122.557869,,,0,,,0
150,851,NE 117th Ave & 87th St [sb],,45.685349,-122.552689,,,0,,,0
632,3356,Mill Plain & Lieser Rd [eb],,45.623173,-122.584694,,,0,,,0
574,3206,NE 78th St 1700 Block,,45.678509,-122.653618,,,0,,,0
82,649,E 18th St & Murton [eb],,45.635292,-122.638962,,,0,,,0
266,1329,Hwy 99 & Ross St [nb],,45.662369,-122.664932,,,0,,,0
865,3076,Grace & Rasmussen,,45.775974,-122.526978,,,0,,,0
1098,6143,57th Avenue [wb],,45.642509,-122.611908,,,0,,,0
276,729,Main & 30th St [nb],,45.643085,-122.669952,,,0,,,0
381,1147,Evergreen Blvd & V St [wb],,45.625851,-122.648453,,,0,,,0
816,2865,Van Mall Dr & 77th Ave,,45.657711,-122.593872,,,0,,,0
621,3322,NE 28th St & 135th Ave,,45.642872,-122.533478,,,0,,,0
169,2688,Van Mall Dr 7500 Block [wb],,45.657688,-122.596268,,,0,,,0
1090,6053,Washington St & W 9th St fs,,45.627689,-122.672729,,,0,,,0
468,2045,Mill Plain & 102nd Ave [wb],,45.62101,-122.567596,,,0,,,0
659,2104,Ft Vancouver Wy at O'Connell Sports Center [sb],,45.634762,-122.65583,,,0,,,0
466,1230,Mill Plain 9900 Block,,45.621078,-122.57106,,,0,,,0
552,2734,NE 78th St 2800 Block,,45.678829,-122.641701,,,0,,,0
323,1068,Burton & 98th Ave [wb],,45.640121,-122.572472,,,0,,,0
288,1023,St James & 52nd St,,45.65913,-122.638069,,,0,,,0
251,749,NW 9th Ave & 94th St [nb],,45.69001,-122.679482,,,0,,,0
252,748,NW 9th Ave 9200 Block [nb],,45.688148,-122.679512,,,0,,,0
375,1107,Evergreen Blvd & Reserve St [eb],,45.62606,-122.65448,,,0,,,0
754,1334,Hwy 99 & 99th St [sb],,45.693661,-122.656448,,,0,,,0
148,849,NE 117th Ave & 99th St [sb],,45.6931,-122.552948,,,0,,,0
683,296,Hazel Dell Ave & 63rd St,,45.668266,-122.668579,,,0,,,0
125,678,Fourth Plain & T St [eb],,45.638725,-122.651299,,,0,,,0
209,3006,NW 139th St & 2nd Ave [eb],,45.721699,-122.671623,,,0,,,0
285,1020,St James & Minnehaha,,45.666611,-122.638138,,,0,,,0
784,3131,Andresen & Louisiana [nb],,45.61985,-122.602051,,,0,,,0
538,1338,Hwy 99 9100 Block,,45.688648,-122.65892,,,0,,,0
989,6018,SW Campus Dr & Main Dental School,,45.498337,-122.683952,,,0,,,0
403,1136,Andresen & Wichita Dr [sb],,45.623779,-122.60183,,,0,,,0
1067,6094,SE 192nd Avenue & Westridge Blvd,,45.614494,-122.475853,,,0,,,0
322,293,Burton & 98th Ave [eb],,45.640198,-122.571655,,,0,,,0
226,3037,NW 36th Ave & 122nd St,,45.708488,-122.708252,,,0,,,0
1100,6135,Thurston Way [sb],,45.652931,-122.586479,,,0,,,0
215,3013,Hathaway Rd 1900 Block,,45.723091,-122.691628,,,0,,,0
606,3294,Kauffman & 25th St [sb],,45.639481,-122.681038,,,0,,,0
679,243,Evergreen Blvd & Grand [eb],,45.62603,-122.640213,,,0,,,0
646,972,Ft Vancouver Wy at O'Connell Sports Ctr [nb],,45.63456,-122.655807,,,0,,,0
236,2979,NW 21st Ave & 108th St,,45.69936,-122.692818,,,0,,,0
731,1116,Evergreen Blvd 4700 Block [eb],,45.622208,-122.623718,,,0,,,0
967,1323,SE 164th Ave & 1st St [sb],,45.620289,-122.504433,,,0,,,0
183,2179,NE 112th Ave & 49th St,,45.65691,-122.558121,,,0,,,0
581,3236,NE 162nd Ave & 34th St [nb],,45.647327,-122.505959,,,0,,,0
395,1118,Andresen & Evergreen Blvd [nb],,45.614769,-122.603767,,,0,,,0
237,2966,NW 21st Ave & 108th St,,45.699478,-122.692688,,,0,,,0
491,2159,NW 6th Ave 400 Block [eb],,45.584888,-122.413544,,,0,,,0
428,2329,E St 1200 Block,,45.581249,-122.358612,,,0,,,0
243,2982,NW 99th St & 18th Ave,,45.692791,-122.690353,,,0,,,0
724,788,NW 9th Ave & 82nd St,,45.6819,-122.679733,,,0,,,0
488,1281,SE 164th Ave 2100 Block,,45.605885,-122.504135,,,0,,,0
523,793,Hazel Dell Ave 7400 Block,,45.676552,-122.668747,,,0,,,0
316,1067,NE 28th St & 103rd Ave [wb],,45.641201,-122.567497,,,0,,,0
760,1350,Hwy 99 & 82nd St,,45.68211,-122.661568,,,0,,,0
384,1112,Evergreen Blvd & Ash St,,45.62579,-122.636559,,,0,,,0
460,1214,Mill Plain & 89th Ave,,45.622581,-122.580956,,,0,,,0
454,2114,Mill Plain & Garrison Rd [eb],,45.624344,-122.591087,,,0,,,0
908,633,Broadway & 13th St fs [nb],,45.631329,-122.670456,,,0,,,0
335,1037,E 18th St & Bryant [eb],,45.634747,-122.626312,,,0,,,0
456,1250,Mill Plain & Brandt Rd,,45.627872,-122.629486,,,0,,,0
765,2116,Mill Plain & Devine [wb],,45.62883,-122.613907,,,0,,,0
411,3060,Andresen & 18th St [sb],,45.637016,-122.600258,,,0,,,0
241,2981,NW 21st Ave & 99th St,,45.69339,-122.69278,,,0,,,0
272,805,Main St 3400 Block [sb],,45.646091,-122.668709,,,0,,,0
623,3329,Mill Plain & Garrison Rd [wb],,45.62476,-122.592072,,,0,,,0
560,2989,NW 9th Ave 8200 Block,,45.681831,-122.679619,,,0,,,0
921,4153,NE 94th St & Hazel Dell Ave,,45.689621,-122.668655,,,0,,,0
179,906,Covington Rd & 101st Ave [sb],,45.673759,-122.57106,,,0,,,0
546,2997,NE 78th St 5600 Block,,45.67873,-122.613953,,,0,,,0
208,3010,NW 139th St & 2nd Ave [wb],,45.721821,-122.671387,,,0,,,0
566,752,NW 99th St & 8th Ave,,45.692829,-122.678741,,,0,,,0
1168,6184,NE 51st Cir & 112th Ave WB,,45.658817,-122.55941,,,0,,,0
725,734,Main & 45th St [nb],,45.653198,-122.666725,,,0,,,0
1018,6061,Fourth Plain & Washington St [eb],,45.640133,-122.672501,,,0,,,0
385,1144,Evergreen Blvd & Grove St,,45.62611,-122.637428,,,0,,,0
715,4180,NW 139th St 600 Block,,45.721809,-122.676498,,,0,,,0
448,2318,NE 3rd Ave & 3rd Loop,,45.588421,-122.381203,,,0,,,0
473,1225,Mill Plain & 131st Ave [wb],,45.61937,-122.538597,,,0,,,0
798,3186,US Veterans Hospital,,45.497059,-122.683296,,,0,,,0
112,701,Van Mall Dr & 94th Ave [wb],,45.658257,-122.577606,,,0,,,0
224,3017,NW 36th Ave & 124th St [sb],,45.710812,-122.708199,,,0,,,0
297,990,St Johns & 40th Ave,,45.675468,-122.62986,,,0,,,0
311,1064,NE 28th St at Cascadia Technical Academy,,45.642929,-122.548218,,,0,,,0
553,2735,NE 78th St & 25th Ave,,45.67878,-122.646729,,,0,,,0
1004,6047,NE 3rd Ave & Franklin St [wb],,45.58646,-122.401352,,,0,,,0
788,3173,NE Multnomah & Grand [wb],,45.531559,-122.66037,,,0,,,0
137,903,NE 76th St & 97th Ave [wb],,45.677792,-122.573013,,,0,,,0
305,1013,St Johns 8600 Block,,45.684441,-122.625717,,,0,,,0
340,1305,Ft Vancouver Wy 1200 Block,,45.63007,-122.66246,,,0,,,0
808,3381,NE 3rd Ave 2000 Block,,45.58868,-122.386833,,,0,,,0
592,3259,W 15th St 400 Block,,45.63261,-122.674973,,,0,,,0
15,2024,Washington & 9th St,,45.628426,-122.672768,,,0,,,0
649,975,Ft Vancouver Wy & 28th St,,45.641548,-122.647636,,,0,,,0
1096,6141,Andresen Road [wb],,45.64465,-122.602089,,,0,,,0
330,1040,E 18th St & Devine,,45.634953,-122.615562,,,0,,,0
663,4109,Fourth Plain & 137th Ave [wb],,45.672352,-122.532707,,,0,,,0
628,3348,NE 99th St & 149th Ave,,45.69376,-122.520576,,,0,,,0
977,332,NE 136th Ave 1400 Block,,45.632462,-122.534477,,,0,,,0
644,3385,Adams & 5th Ave,,45.5858,-122.406487,,,0,,,0
1119,6161,Grand Boulevard [eb],,45.637901,-122.641403,,,0,,,0
71,583,McLoughlin & Ft Vancouver Wy [eb],,45.632931,-122.657806,,,0,,,0
1127,6169,86th Avenue [eb],,45.650002,-122.585266,,,0,,,0
156,827,W Main St 800 Block [eb],,45.780651,-122.545967,,,0,,,0
387,2056,Evergreen Blvd 3400 Block,,45.625191,-122.634048,,,0,,,0
191,3090,NE 39th St & 152nd Ave,,45.650269,-122.515923,,,0,,,0
352,2274,Fourth Plain 10200 Block,,45.661991,-122.568031,,,0,,,0
701,4148,Hazel Dell Ave 5200 Block [nb],,45.660011,-122.667381,,,0,,,0
914,3187,3515 SW US Veterans Rd,,45.497009,-122.686493,,,0,,,0
790,3176,Multnomah & 11th,,45.531418,-122.653908,,,0,,,0
450,2115,Mill Plain & Missoula,,45.6283,-122.609619,,,0,,,0
290,1024,St James 4600 Block,,45.655151,-122.637321,,,0,,,0
642,3380,NE 3rd Ave & 1st Ave [wb],,45.588951,-122.392754,,,0,,,0
861,2919,Mill Plain & 172nd Ave [eb],,45.616859,-122.494667,,,0,,,0
695,3260,Mill Plain & Franklin [wb],,45.632801,-122.677803,,,0,,,0
527,2703,Hazel Dell Ave 8500 Block,,45.683914,-122.669319,,,0,,,0
588,2267,NE 76th St & 126th Ave,,45.677589,-122.543167,,,0,,,0
660,3296,Kauffman & 29th St [nb],,45.642731,-122.680878,,,0,,,0
1162,6201,NE Grace Ave & E Main St SB,,45.781193,-122.529297,,,0,,,0
735,1190,Mill Plain & Reserve [eb],,45.62838,-122.652992,,,0,,,0
885,308,Village Loop & 162nd Ave,,45.600159,-122.506027,,,0,,,0
371,2062,Evergreen Blvd 1200 Block [eb],,45.627522,-122.658401,,,0,,,0
45,549,Lincoln & 49th St [nb],,45.65789,-122.682419,,,0,,,0
807,3283,Kauffman 3100 Block,,45.644379,-122.680969,,,0,,,0
373,1106,Evergreen Blvd 1400 Block [eb],,45.627129,-122.656792,,,0,,,0
933,4151,Hwy 99 & 122nd St [nb],,45.709518,-122.649269,,,0,,,0
903,2745,NE 99th St at Gaiser Middle School [wb],,45.693253,-122.638847,,,0,,,0
906,632,Broadway & Evergreen Blvd,,45.62851,-122.670441,,,0,,,0
920,4152,Hazel Dell Ave & 94th St [nb],,45.690239,-122.669151,,,0,,,0
333,1079,NE 18th St & General Anderson [wb],,45.634804,-122.621078,,,0,,,0
794,3170,NE Multnomah & 3rd [wb],,45.531151,-122.662933,,,0,,,0
927,3313,NE 7th Ave & 101st St,,45.693684,-122.66436,,,0,,,0
1054,6081,SE 192nd Ave & 20th St [sb],,45.606407,-122.476006,,,0,,,0
995,6024,Fruit Valley Rd & 37th St [nb],,45.648399,-122.692192,,,0,,,0
319,2241,Burton & 83rd Ave,,45.640148,-122.589218,,,0,,,0
653,1028,St Johns & 32nd St [sb],,45.643879,-122.645149,,,0,,,0
312,2862,NE 28th St & 119th Ave,,45.642799,-122.55159,,,0,,,0
806,3254,Hwy 99 & NE 104th St,,45.696602,-122.654587,,,0,,,0
1083,6111,NE 162nd Ave & 73rd St,,45.676029,-122.505692,,,0,,,0
67,587,McLoughlin & W St [eb],,45.632347,-122.647026,,,0,,,0
277,979,St Johns & 41st St,,45.65044,-122.637497,,,0,,,0
293,1018,St Johns & 68th St,,45.671829,-122.636551,,,0,,,0
107,619,Broadway & 25th St,,45.639679,-122.670448,,,0,,,0
1035,6062,Grand Blvd & 20th St,,45.636242,-122.641914,,,0,,,0
1016,6057,Fourth Plain & Washington [wb],,45.640251,-122.672607,,,0,,,0
697,3495,Grand & 1st St [sb],,45.620335,-122.643501,,,0,,,0
471,1222,Mill Plain & 123rd Ave,,45.619942,-122.545937,,,0,,,0
1055,6082,SE 192nd Ave & 31st St [sb],,45.598164,-122.478294,,,0,,,0
253,747,NW 9th Ave & 84th St,,45.6833,-122.679604,,,0,,,0
479,1193,Mill Plain & Z St [eb],,45.628231,-122.64418,,,0,,,0
593,3051,NE 78th St 3300 Block,,45.678822,-122.638298,,,0,,,0
4,2000,Kauffman & 17th St [nb],,45.633888,-122.681007,,,0,,,0
811,4182,NW 119th St & 35th Ave,,45.707062,-122.707169,,,0,,,0
777,2677,Andresen & 40th St,,45.651081,-122.601822,,,0,,,0
402,2069,Andresen & Wichita Dr [nb],,45.62429,-122.601563,,,0,,,0
590,3029,NE 78th St & Andresen,,45.678909,-122.603241,,,0,,,0
1103,6146,Todd Road [wb],,45.637535,-122.633224,,,0,,,0
504,964,NW 6th Ave & Norwood,,45.58239,-122.426132,,,0,,,0
696,3494,NE 39th St & 149th Ave,,45.650253,-122.519791,,,0,,,0
496,2138,Mill Plain & 155th Ave,,45.616886,-122.515572,,,0,,,0
8,2001,Kauffman & 21st St,,45.636791,-122.680977,,,0,,,0
658,1033,Ft Vancouver Wy & McLoughlin [sb],,45.63279,-122.658913,,,0,,,0
282,984,St Johns & 54th St,,45.661949,-122.636299,,,0,,,0
674,211,W Main St & 20th Ave [eb],,45.780529,-122.557617,,,0,,,0
873,4119,Covington Rd & 102nd Ave,,45.672001,-122.568268,,,0,,,0
821,3492,Mill Plain & Franklin [eb],,45.632591,-122.678131,,,0,,,0
186,2182,NE 112th Ave & 42nd St,,45.652111,-122.558006,,,0,,,0
372,2059,Evergreen Blvd 1200 Block [wb],,45.62746,-122.658119,,,0,,,0
764,2082,St James & Cherry Rd,,45.649769,-122.639923,,,0,,,0
707,4162,St Johns & 68th St [nb],,45.6716,-122.636482,,,0,,,0
747,1308,Mill Plain 14300 Block [eb],,45.617599,-122.524162,,,0,,,0
584,3233,NE 162nd Ave & 18th St [nb],,45.636349,-122.506042,,,0,,,0
1074,6125,SE 136th Ave & 1200 Block [sb],,45.612907,-122.532623,,,0,,,0
159,2382,W Main & 5th Ave,,45.780689,-122.542923,,,0,,,0
558,2988,NE 78th St & 13th Ave,,45.678509,-122.658737,,,0,,,0
910,635,Evergreen Blvd & Broadway,,45.628811,-122.670334,,,0,,,0
929,768,Hwy 99 & 129th St [sb],,45.715118,-122.651642,,,0,,,0
134,899,NE 76th St & 107th Ave [wb],,45.677811,-122.56395,,,0,,,0
1087,6172,Broadway & 16th Street [nb],,45.633579,-122.67038,,,0,,,0
543,1351,Hwy 99 8000 Block,,45.680012,-122.661949,,,0,,,0
341,2648,Ft Vancouver Wy & Mill Plain [nb],,45.630154,-122.661987,,,0,,,0
1115,6158,Central Campus [nb],,45.635406,-122.654343,,,0,,,0
438,2350,Main St 3000 Block,,45.577641,-122.33873,,,0,,,0
1088,6046,E 15th St & Broadway [wb],,45.632668,-122.670036,,,0,,,0
564,753,NW 99th St & 4th Ave [eb],,45.692829,-122.673988,,,0,,,0
669,744,NW 9th Ave & 78th St,,45.679379,-122.679703,,,0,,,0
719,2277,Fourth Plain & 135th Ave,,45.671711,-122.534653,,,0,,,0
135,900,NE 76th St & 103rd Ave [wb],,45.677799,-122.567162,,,0,,,0
197,2887,NE 162nd Ave & 11th St,,45.62907,-122.506218,,,0,,,0
457,1197,Mill Plain & Manzanita Wy [eb],,45.62854,-122.624771,,,0,,,0
916,1612,N Hayden Isl Dr & N Tomahawk Isl Dr,,45.61137,-122.677292,,,0,,,0
515,798,Hazel Dell Ave 6000 Block,,45.665791,-122.669098,,,0,,,0
733,1145,Evergreen Blvd & Grand [wb],,45.626099,-122.639961,,,0,,,0
603,3285,Kauffman & Fourth Plain [sb],,45.640617,-122.681023,,,0,,,0
289,2099,St James & 50th Cir,,45.657711,-122.637779,,,0,,,0
842,820,NE 117th Ave & Caples Rd [nb],,45.730549,-122.552002,,,0,,,0
703,733,Main & 40th St [nb],,45.65097,-122.66729,,,0,,,0
174,2943,Andresen & 58th St [nb],,45.664589,-122.602074,,,0,,,0
686,322,Ward Rd & 76th St,,45.67701,-122.518837,,,0,,,0
767,2172,Gher Rd & Coxley Dr [nb],,45.66325,-122.559959,,,0,,,0
51,2846,Lincoln & 41st St [sb],,45.651821,-122.682579,,,0,,,0
206,3105,NE 39th St & 145th Ave,,45.65028,-122.524353,,,0,,,0
242,2963,NW 99th St & 20th Ave,,45.692902,-122.691071,,,0,,,0
455,1196,Mill Plain & Rhododendron,,45.62801,-122.628555,,,0,,,0
78,651,E 18th St 3600 Block [eb],,45.634781,-122.632942,,,0,,,0
580,3229,NE 39th St & 141st Ave,,45.650196,-122.527878,,,0,,,0
620,3320,NE 28th St & 129th Ave,,45.64286,-122.539726,,,0,,,0
711,4176,NW 119th St & 33rd Ave [wb],,45.70726,-122.705147,,,0,,,0
1022,6066,Columbia House Blvd at Park & Ride,,45.619469,-122.638931,,,0,,,0
1086,6171,Fourth Plain & Z Street [wb],,45.638229,-122.643349,,,0,,,0
507,963,NW 6th Ave & Ivy [wb],,45.583549,-122.420769,,,0,,,0
540,1337,Hwy 99 & 88th St,,45.686459,-122.660103,,,0,,,0
256,1352,Hwy 99 at Fred Meyer,,45.676041,-122.662735,,,0,,,0
380,1109,Evergreen Blvd & V St [eb],,45.625809,-122.648308,,,0,,,0
963,2932,Mill Plain & 188th Ave,,45.615795,-122.481972,,,0,,,0
480,1194,Mill Plain & Grand [eb],,45.628265,-122.640022,,,0,,,0
185,934,NE 112th Ave & 46th St [nb],,45.655334,-122.557861,,,0,,,0
870,3071,SW 20th Ave & 6th St [nb],,45.776943,-122.558182,,,0,,,0
982,6014,NE 139th St & 10th Ave,,45.721729,-122.66214,,,0,,,0
295,989,St Johns & 37th Ave [nb],,45.67395,-122.63324,,,0,,,0
594,3253,NE 78th St 3300 Block,,45.678661,-122.635948,,,0,,,0
500,2367,Mill Plain & Hearthwood [eb],,45.617378,-122.522079,,,0,,,0
958,4123,NE 102nd Ave & 63rd St [sb],,45.667439,-122.568649,,,0,,,0
180,904,Covington Rd & 76th St [sb],,45.677429,-122.575928,,,0,,,0
238,2965,NW 21st Ave 10400 Block [nb],,45.69688,-122.69268,,,0,,,0
368,2060,Evergreen Blvd at Howard House,,45.628658,-122.664246,,,0,,,0
389,1114,Evergreen Blvd & Harney Wy [eb],,45.62376,-122.629013,,,0,,,0
401,1119,Andresen & MacArthur Blvd [nb],,45.621117,-122.602074,,,0,,,0
613,3308,Grand 300 Block [sb],,45.622162,-122.643387,,,0,,,0
1043,6123,NE 20th Ave & 144th St,,45.725224,-122.651474,,,0,,,0
1160,6200,NE Grace Ave & E Main St NB,,45.781197,-122.529099,,,0,,,0
616,3316,NE 28th St & 114th Ave [eb],,45.642696,-122.556503,,,0,,,0
1024,6065,Grand Blvd & 16th St,,45.633064,-122.64093,,,0,,,0
349,1097,NE 76th St & 137th Ave,,45.677521,-122.53228,,,0,,,0
665,4111,Fourth Plain 12300 Block [wb],,45.668941,-122.546608,,,0,,,0
36,2836,NW 78th St & 15th Ave,,45.678619,-122.686722,,,0,,,0
1046,6068,Evergreen Blvd & Grant,,45.62888,-122.677933,,,0,,,0
815,853,NE 117th Ave & 76th St [sb],,45.678619,-122.552658,,,0,,,0
265,1355,Hwy 99 & 63rd St [sb],,45.667198,-122.664322,,,0,,,0
650,977,St Johns & 32nd St [nb],,45.6441,-122.644814,,,0,,,0
152,2692,NE 76th St & 115th Ave,,45.677879,-122.554451,,,0,,,0
1122,6164,Stapleton Road [eb],,45.641289,-122.615921,,,0,,,0
1014,6136,7th Street at Turtle Place,,45.626637,-122.672005,,,0,,,0
1048,6070,Evergreen Blvd & Columbia,,45.628769,-122.673981,,,0,,,0
54,551,Lincoln & 53rd St [nb],,45.661308,-122.682426,,,0,,,0
292,1019,St Johns & 65th St,,45.669621,-122.636711,,,0,,,0
46,548,Lincoln 4600 Block,,45.655949,-122.682419,,,0,,,0
551,2994,NE 78th St & 30th Ave,,45.678669,-122.639778,,,0,,,0
1001,6043,Mill Plain & 172nd Ave [wb],,45.617298,-122.496468,,,0,,,0
996,6025,W 39th St & Fruit Valley Rd,,45.650101,-122.69146,,,0,,,0
1058,6085,SE 34th St & 177th Ave [wb],,45.596889,-122.491219,,,0,,,0
1085,6114,Fourth Plain & 143rd Ave,,45.672585,-122.525642,,,0,,,0
1120,6162,Todd Road [eb],,45.637348,-122.63266,,,0,,,0
988,6017,700 SW Campus Dr at Doernbecher,,45.497978,-122.685783,,,0,,,0
1080,6131,SE 136th Ave & 7th St,,45.617085,-122.532387,,,0,,,0
925,2750,NE 99th St & 26th Ave,,45.693211,-122.643494,,,0,,,0
76,666,McLoughlin & F St [wb],,45.634911,-122.665947,,,0,,,0
818,850,NE 117th Ave & 95th St [sb],,45.690048,-122.552849,,,0,,,0
212,3039,NW 139th St 1300 Block,,45.72184,-122.685539,,,0,,,0
453,1242,Mill Plain & Morrison Ave,,45.62558,-122.595718,,,0,,,0
1084,6113,Ward Rd & 152nd Ave,,45.679249,-122.51664,,,0,,,0
424,2323,NE 3rd Ave at LaCamas Center,,45.585369,-122.370239,,,0,,,0
802,3193,SW Sam Jackson Pk & US Veterans,,45.49905,-122.687263,,,0,,,0
748,1310,SE 164th Ave 900 Block,,45.614979,-122.504494,,,0,,,0
207,3106,NE 39th St & 141st Ave,,45.650246,-122.528671,,,0,,,0
862,2920,Mill Plain & 190th Ave [wb],,45.616879,-122.478943,,,0,,,0
738,1202,Mill Plain 6600 Block,,45.627209,-122.604179,,,0,,,0
233,2977,NW 21st Ave & 113th St,,45.702919,-122.69278,,,0,,,0
718,2070,Andresen & Mill Plain [nb],,45.626499,-122.601593,,,0,,,0
787,3172,NE Multnomah & 3rd [eb],,45.531017,-122.662819,,,0,,,0
586,3235,NE 162nd Ave & 28th St [nb],,45.643341,-122.505981,,,0,,,0
875,110,99th Street TC,,45.690281,-122.663864,,,0,,,0
291,1026,St James 4300 Block,,45.652851,-122.637779,,,0,,,0
779,2705,Hazel Dell Ave at Target,,45.686642,-122.669189,,,0,,,0
264,1330,Hwy 99 & 63rd St [nb],,45.668289,-122.663857,,,0,,,0
429,2331,E St & Washougal River Rd,,45.581131,-122.354607,,,0,,,0
827,2411,NW 119th St & 31st Ave,,45.707291,-122.702766,,,0,,,0
602,3284,Kauffman & 29th St [sb],,45.642632,-122.680977,,,0,,,0
175,2948,Andresen & 63rd St [sb],,45.667461,-122.602341,,,0,,,0
605,3293,Kauffman & Mill Plain,,45.632462,-122.68103,,,0,,,0
498,2148,Mill Plain 14900 Block,,45.61694,-122.518059,,,0,,,0
770,2233,NW 99th St 100 Block,,45.692982,-122.67131,,,0,,,0
887,303,NE 136th Ave 200 Block  [sb],,45.621178,-122.534256,,,0,,,0
437,2348,Addy St 3300 Block [wb],,45.575329,-122.334,,,0,,,0
1013,6054,NW 119th Street & 23rd Avenue,,45.707218,-122.695023,,,0,,,0
232,2969,NW 119th St & 26th Ave [eb],,45.707169,-122.698486,,,0,,,0
668,3487,NE 152nd Ave & 91st St,,45.688671,-122.516434,,,0,,,0
172,2942,Andresen & Van Mall Dr [nb],,45.65797,-122.60199,,,0,,,0
1105,6148,Ft. Vancouver Way & Fourth Plain [sb],,45.638126,-122.648415,,,0,,,0
255,789,NW 9th Ave & 79th St,,45.679859,-122.679764,,,0,,,0
219,3041,NW 36th Ave at Salmon Creek Trail,,45.721699,-122.707718,,,0,,,0
476,1257,Mill Plain & Ft Vancouver Wy [wb],,45.630367,-122.660439,,,0,,,0
556,2991,NE 78th St & 16th Ave,,45.678535,-122.656021,,,0,,,0
158,836,W Main St 600 Block [wb],,45.780819,-122.544487,,,0,,,0
1056,6083,SE 34th St & 189th Ave [wb],,45.596771,-122.480003,,,0,,,0
946,5007,SW 5th & Clay,,45.513592,-122.680496,,,0,,,0
785,3171,NE Wheeler & Multnomah,,45.531364,-122.665939,,,0,,,0
622,3325,Andresen 4200 Block,,45.651909,-122.602188,,,0,,,0
39,2839,NW 78th St & 12th Ave [wb],,45.678761,-122.684258,,,0,,,0
