stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
56,552,Lincoln 5500 Block,,45.662529,-122.682419,,,0,,,0
447,2315,NE 3rd Ave & Crown Rd,,45.588718,-122.38961,,,0,,,0
1075,6126,McGillivray & 136th Ave,,45.609612,-122.53186,,,0,,,0
1006,6049,Scotton Way & 13th St [wb],,45.76992,-122.549721,,,0,,,0
14,579,Washington & 13th St,,45.63084,-122.672821,,,0,,,0
555,2736,NE 78th St & 19th Ct,,45.678711,-122.652771,,,0,,,0
700,4147,Hazel Dell Ave & 60th St,,45.665871,-122.668983,,,0,,,0
998,6039,Rasmussen & Clark Ave,,45.77541,-122.52977,,,0,,,0
133,2861,NE 76th St 11100 Block [wb],,45.677818,-122.559731,,,0,,,0
52,545,Lincoln & 41st St [nb],,45.651749,-122.682442,,,0,,,0
744,1256,Mill Plain & Reserve [wb],,45.62854,-122.653069,,,0,,,0
573,3200,NW 99th Street 200 Block,,45.692879,-122.672302,,,0,,,0
296,2078,St Johns 7300 Block,,45.675442,-122.630379,,,0,,,0
576,1218,Mill Plain & 105th Ave,,45.620911,-122.563866,,,0,,,0
308,1060,NE 28th St 13400 Block,,45.642979,-122.534683,,,0,,,0
536,1347,Hwy 99 at WINCO,,45.691399,-122.657692,,,0,,,0
1066,6093,SE 192nd Avenue & 15th Street [nb],,45.610802,-122.475761,,,0,,,0
1169,6185,NE 51st Cir & 10600 WB,,45.658276,-122.563728,,,0,,,0
670,4137,Kauffman & Fourth Plain [nb],,45.641029,-122.680908,,,0,,,0
1113,6156,Broadway & 15th Street [nb],,45.632721,-122.670395,,,0,,,0
416,1122,Andresen at LH Church,,45.64135,-122.600616,,,0,,,0
485,1283,McGillivray & Park Crest Ave [wb],,45.606232,-122.517197,,,0,,,0
171,2951,Van Mall Dr & 72nd Ave [eb],,45.657619,-122.599731,,,0,,,0
339,2647,Ft Vancouver Wy & McLoughlin [nb],,45.632919,-122.658333,,,0,,,0
324,2237,NE 28th St & 138th Ave,,45.642994,-122.532013,,,0,,,0
38,2926,NW 78th St & 12th Ave [eb],,45.678638,-122.684319,,,0,,,0
864,2928,SE 164th Ave & 1st St [nb],,45.621841,-122.504173,,,0,,,0
940,5002,SW 5th & Morrison,,45.518932,-122.677574,,,0,,,0
168,2680,Van Mall Dr & Loowit Loop,,45.658146,-122.591278,,,0,,,0
130,879,NE 76th St & 103rd Ave [eb],,45.677711,-122.5672,,,0,,,0
931,2489,Hwy 99 & 122nd St [sb],,45.70916,-122.6493,,,0,,,0
342,1151,Evergreen Blvd 800 Block,,45.628689,-122.66423,,,0,,,0
190,3089,NE 39th St & 146th Ave,,45.650211,-122.522018,,,0,,,0
896,329,NE 138th Ave & 22nd St,,45.639088,-122.530563,,,0,,,0
813,102,Evergreen Park & Ride,,45.6343,-122.531487,,,0,,,0
949,6005,SW 6th & Washington,,45.520245,-122.677856,,,0,,,0
1061,6088,SE 34th Street & 176th Avenue,,45.596657,-122.491783,,,0,,,0
601,3277,Grand & Mill Plain [nb],,45.628601,-122.640549,,,0,,,0
882,311,Village Loop & McGillivray [nb],,45.603504,-122.508415,,,0,,,0
240,2964,NW 21st Ave & 101st St,,45.694328,-122.692719,,,0,,,0
392,1117,Evergreen Blvd & 5th St [eb],,45.62009,-122.619858,,,0,,,0
1108,6150,Central Campus [sb],,45.635204,-122.655067,,,0,,,0
1063,6090,SE 34th Street & 189th Avenue [eb],,45.596584,-122.479912,,,0,,,0
510,1375,W Main & 13th Ave [wb],,45.7808,-122.551392,,,0,,,0
143,818,NE 117th Ave 11600 Block [nb],,45.70599,-122.55262,,,0,,,0
986,6015,NE 139th St & 3rd Ct,,45.721889,-122.668472,,,0,,,0
386,2065,Evergreen Blvd & Cedar St,,45.625069,-122.633911,,,0,,,0
369,1105,Evergreen Blvd at Grant House [eb],,45.62785,-122.659943,,,0,,,0
544,2947,Andresen & 70th St [sb],,45.673351,-122.603371,,,0,,,0
366,2268,NE 76th St & 124th Ave,,45.677681,-122.545982,,,0,,,0
34,2710,NW 78th St & Fruit Valley Rd [eb],,45.678421,-122.691643,,,0,,,0
1076,6127,McGillivray & Blairmont,,45.607639,-122.521805,,,0,,,0
1032,6058,Fourth Plain & Esther,,45.640263,-122.675468,,,0,,,0
1131,6173,NE 99th St & 32nd Ave [eb],,45.693161,-122.637794,,,0,,,0
452,1205,Mill Plain & Morrison Wy,,45.625259,-122.595055,,,0,,,0
301,2095,St Johns 7900 Block,,45.680038,-122.625732,,,0,,,0
714,4179,Tenney Rd at Fred Meyer,,45.720169,-122.664497,,,0,,,0
472,2108,Mill Plain & 126th Ave [eb],,45.619469,-122.541603,,,0,,,0
151,852,NE 117th Ave & Padden Parkway [sb],,45.681438,-122.552689,,,0,,,0
1114,6157,Marshall/Luepke Center [eb],,45.633579,-122.65995,,,0,,,0
672,4138,Kauffman & 25th St [nb],,45.640034,-122.680946,,,0,,,0
196,2886,NE 162nd Ave & 15th St,,45.632683,-122.506256,,,0,,,0
1008,6020,Mill Plain & 18000 Block [eb],,45.615299,-122.486832,,,0,,,0
1095,6140,78th Avenue [wb],,45.64666,-122.593933,,,0,,,0
184,937,NE 112th Ave & 46th St [sb],,45.654121,-122.558083,,,0,,,0
309,1062,NE 28th St & 129th Ave,,45.642963,-122.540131,,,0,,,0
537,1339,Hwy 99 9400 Block,,45.690681,-122.657837,,,0,,,0
899,2091,St Johns & 93rd St,,45.688702,-122.621727,,,0,,,0
928,2210,Hwy 99 6600 Block [nb],,45.6703,-122.663399,,,0,,,0
434,2345,Addy St 3900 Block,,45.573639,-122.326851,,,0,,,0
618,3317,NE 28th St & 119th Ave [eb],,45.642712,-122.550552,,,0,,,0
890,317,NE 136th Ave & 4th St [nb],,45.623539,-122.5345,,,0,,,0
250,784,NW 9th Ave & 94th St [sb],,45.68985,-122.679581,,,0,,,0
957,4122,NE 102nd Ave & 63rd St [nb],,45.668201,-122.568298,,,0,,,0
247,2984,NW 99th St 900 Block,,45.69278,-122.681267,,,0,,,0
200,2130,SE 164th Ave 1400 Block,,45.611481,-122.50396,,,0,,,0
511,2336,E Street 2900 Block,,45.579227,-122.33931,,,0,,,0
1049,6118,LaLonde & St Johns [wb],,45.692722,-122.617615,,,0,,,0
883,310,Village Loop & Fernwood [nb],,45.60181,-122.509132,,,0,,,0
965,1397,SE 164th Ave & 5th St,,45.618031,-122.504089,,,0,,,0
62,652,E 18th St & Brandt [eb],,45.634739,-122.630409,,,0,,,0
261,2224,Hwy 99 & 68th St,,45.671661,-122.66349,,,0,,,0
436,2347,Addy St 3500 Block [wb],,45.574291,-122.331284,,,0,,,0
684,315,St Johns & 78th St [nb],,45.679428,-122.625481,,,0,,,0
201,2915,NE 162nd Ave & 9th St,,45.628342,-122.50592,,,0,,,0
774,2316,NE 3rd Ave 1800 Block,,45.58857,-122.387657,,,0,,,0
154,2395,NE 117th Ave & 149th St [sb],,45.72908,-122.552498,,,0,,,0
393,1140,Evergreen Blvd & 5th St [wb],,45.620167,-122.61982,,,0,,,0
70,664,McLoughlin & Ft Vancouver Wy [wb],,45.633011,-122.657562,,,0,,,0
1116,6159,Gaiser Hall [nb],,45.637081,-122.650719,,,0,,,0
280,982,St Johns & 49th St,,45.657219,-122.635948,,,0,,,0
331,1039,E 18th St & Carlson Rd,,45.634731,-122.618019,,,0,,,0
202,2917,NE 162nd Ave & 13th St,,45.63208,-122.505966,,,0,,,0
1078,6129,SE 136th Ave & McGillivray,,45.610138,-122.532387,,,0,,,0
1101,6144,Stapleton Road [wb],,45.64122,-122.617233,,,0,,,0
837,1094,Fourth Plain 11300 Block,,45.66634,-122.556808,,,0,,,0
513,800,Hazel Dell Ave 4900 Block,,45.657295,-122.666946,,,0,,,0
805,3251,NE 78th St 4200 Block,,45.67881,-122.628464,,,0,,,0
177,105,Salmon Creek P&R,,45.721519,-122.659843,,,0,,,0
210,3011,NW 139th St & 11th Ave,,45.721798,-122.683128,,,0,,,0
360,1087,Fourth Plain & 121st Ave [eb],,45.668228,-122.548439,,,0,,,0
350,1098,NE 76th St 13300 Block,,45.677551,-122.535561,,,0,,,0
664,4110,Fourth Plain & 131st Ave [wb],,45.670979,-122.538307,,,0,,,0
50,2845,Lincoln & 43rd St [sb],,45.65329,-122.682571,,,0,,,0
578,1046,NE 25th & Andresen,,45.64064,-122.599411,,,0,,,0
771,2278,Fourth Plain & 103rd Ave,,45.662579,-122.5672,,,0,,,0
1034,6060,Fourth Plain & Daniels,,45.640152,-122.675148,,,0,,,0
600,3276,Grand 700 Block,,45.626629,-122.640549,,,0,,,0
1040,6098,NE 117th Ave & 71st Street [nb],,45.674896,-122.552475,,,0,,,0
40,2927,NW 78th St & 10th Ave [eb],,45.6786,-122.680801,,,0,,,0
750,1314,SE 164th Ave & McGillivray [nb],,45.603245,-122.503586,,,0,,,0
769,2213,Hwy 99 11200 Block,,45.702179,-122.651573,,,0,,,0
776,2676,Andresen & Van Mall Dr [sb],,45.657017,-122.602203,,,0,,,0
310,1063,NE 28th St & 124th Ave,,45.642933,-122.545372,,,0,,,0
307,2828,St Johns & NE 50th Ave,,45.689671,-122.620598,,,0,,,0
772,2279,Fourth Plain 14000 Block,,45.67263,-122.528374,,,0,,,0
425,2324,NE 3rd Ave 3500 Block,,45.584148,-122.368858,,,0,,,0
661,3465,NW 9th Ave & 87th St [nb],,45.685619,-122.679581,,,0,,,0
749,1311,Mill Plain & Olympia Dr,,45.618114,-122.526917,,,0,,,0
165,3072,SW 20th Ave & 2nd St,,45.779716,-122.55838,,,0,,,0
147,848,NE 117th Ave & 107th St [sb],,45.699539,-122.55291,,,0,,,0
192,3092,NE 39th St & 157th Ave,,45.650219,-122.512009,,,0,,,0
421,2320,NE 3rd Ave 2800 Block,,45.588402,-122.376358,,,0,,,0
123,724,Fourth Plain & Ft Vancouver Wy [wb],,45.638649,-122.648392,,,0,,,0
486,1282,McGillivray & Briarwood Dr [wb],,45.605419,-122.513817,,,0,,,0
1028,6124,SE 136th Ave & Mill Plain [sb],,45.618137,-122.532776,,,0,,,0
229,2998,NW 36th Ave & 122nd St,,45.708771,-122.708122,,,0,,,0
5,2003,Kauffman & 17th St [sb],,45.633881,-122.681122,,,0,,,0
612,3306,Grand & 6th St [sb],,45.625019,-122.640717,,,0,,,0
689,2141,Mill Plain & 136th Ave [wb],,45.618839,-122.533333,,,0,,,0
627,3346,NE 99th St & 134th Ave,,45.693569,-122.533997,,,0,,,0
780,2733,NE 78th St 4700 Block,,45.67886,-122.623932,,,0,,,0
489,1252,Mill Plain & Z St [wb],,45.628361,-122.64463,,,0,,,0
317,2242,NE 25th St & Andresen,,45.640709,-122.599419,,,0,,,0
220,3015,NW 36th Ave & 131st St,,45.71542,-122.70813,,,0,,,0
793,3178,NE 13th Ave & Holladay,,45.530281,-122.652603,,,0,,,0
303,992,St Johns 8200 Block,,45.682163,-122.625511,,,0,,,0
332,1078,NE 18th St & Carlson,,45.634838,-122.618034,,,0,,,0
521,740,Hazel Dell Ave & 76th St [nb],,45.676849,-122.66864,,,0,,,0
548,2996,NE 78th St 4800 Block,,45.678638,-122.620918,,,0,,,0
1009,6021,Mill Plain & 18000 Block [wb],,45.615501,-122.487541,,,0,,,0
716,4181,Bliss Rd & 26th Ave,,45.72612,-122.69738,,,0,,,0
439,2351,Main & 28th St,,45.57798,-122.341881,,,0,,,0
1109,6151,Marshall/Luepke Center [wb],,45.633915,-122.660637,,,0,,,0
841,1047,Burton 7700 Block [eb],,45.640301,-122.593452,,,0,,,0
270,731,Main & 38th St,,45.648548,-122.6679,,,0,,,0
379,2063,Evergreen Blvd & U St [eb],,45.625851,-122.650047,,,0,,,0
461,1234,Mill Plain & 90th Ave,,45.622673,-122.580887,,,0,,,0
302,1014,St Johns & 82nd St,,45.682049,-122.625717,,,0,,,0
139,2696,NE 117th Ave & 78th Wy,,45.678745,-122.552414,,,0,,,0
557,2737,NE 78th St 1600 Block,,45.67868,-122.655937,,,0,,,0
708,4165,Jefferson & 12th St [nb],,45.630562,-122.681374,,,0,,,0
414,1121,Andresen at WINCO [nb],,45.639244,-122.600052,,,0,,,0
944,5005,SW 5th & Madison,,45.515682,-122.679352,,,0,,,0
614,3314,Burton & 103rd Ave [eb],,45.641247,-122.566696,,,0,,,0
60,553,Lincoln & 59th St [nb],,45.66515,-122.682419,,,0,,,0
406,1393,Andresen & Mill Plain,,45.627495,-122.601555,,,0,,,0
1126,6168,78th Avenue [eb],,45.64687,-122.592857,,,0,,,0
377,1108,Evergreen Blvd & S St,,45.625889,-122.652496,,,0,,,0
1059,6086,SE 34th St & 172nd Ave [wb],,45.596764,-122.498055,,,0,,,0
432,2334,E St & 24th  St,,45.580463,-122.347023,,,0,,,0
693,3028,Hazel Dell Ave 8900 Block,,45.686989,-122.669403,,,0,,,0
26,559,Bernie Dr & Lincoln,,45.668251,-122.682571,,,0,,,0
966,3485,SE 164th Ave & 6th St [sb],,45.61742,-122.504494,,,0,,,0
33,2709,Lakeshore Dr & Bernie,,45.673531,-122.690804,,,0,,,0
562,3035,NE 99th St & 39th Ave [eb],,45.693138,-122.630913,,,0,,,0
363,2275,Fourth Plain 12500 Block,,45.669559,-122.543335,,,0,,,0
1104,6147,Grand Boulevard [wb],,45.638157,-122.642311,,,0,,,0
575,3148,Mill Plain & 126th Ave [wb],,45.619934,-122.543777,,,0,,,0
647,973,Ft Vancouver Wy at Gaiser Hall [nb],,45.636662,-122.651939,,,0,,,0
105,617,Main St & 30th St,,45.642941,-122.670135,,,0,,,0
72,582,McLoughlin Blvd 1000 Block,,45.633949,-122.660912,,,0,,,0
535,2212,Hwy 99 & 99th St [nb],,45.69379,-122.656097,,,0,,,0
444,1168,NE 3rd Ave & Joy St [eb],,45.58823,-122.397652,,,0,,,0
433,1173,E St 2600 Block,,45.579941,-122.343018,,,0,,,0
993,6023,Fruit Valley Rd & La Frambois,,45.645599,-122.692322,,,0,,,0
917,1611,Jantzen Beach Main Stop,,45.611099,-122.68116,,,0,,,0
306,2093,St Johns 8900 Block,,45.687038,-122.62429,,,0,,,0
469,1229,Mill Plain & 104th Ave,,45.621025,-122.563873,,,0,,,0
629,3350,NE 152nd Ave & 96th St,,45.692619,-122.516563,,,0,,,0
1129,6154,Broadway & 12th St fs,,45.630543,-122.670433,,,0,,,0
732,1139,Evergreen Blvd 4700 Block [wb],,45.622082,-122.62336,,,0,,,0
337,598,NE 18th St & Todd [wb],,45.634838,-122.632904,,,0,,,0
547,2732,NE 78th St & 58th Ave,,45.678818,-122.61219,,,0,,,0
449,2353,Main & 22nd St,,45.578541,-122.349007,,,0,,,0
792,3181,NE Multnomah & Grand [eb],,45.531483,-122.660301,,,0,,,0
828,2410,NW 119th St at Felida Elementary,,45.70731,-122.699074,,,0,,,0
834,1316,SE 164th Ave 3200 Block,,45.598961,-122.503677,,,0,,,0
579,3230,NE 39th St & Rancho Dr,,45.650379,-122.52002,,,0,,,0
216,2973,Hathaway & 19th Ave,,45.722912,-122.691628,,,0,,,0
127,728,Fourth Plain & F St [wb],,45.640228,-122.666901,,,0,,,0
1057,6084,SE 34th St & Hiddenbrook [wb],,45.596733,-122.483643,,,0,,,0
391,1115,Evergreen Blvd & Fairview Dr,,45.622921,-122.625816,,,0,,,0
745,1306,NE 136th Ave & Mill Plain,,45.619785,-122.532585,,,0,,,0
571,3205,NE 137th Ave & 39th St [sb],,45.649658,-122.531929,,,0,,,0
1118,6160,Fourth Plain & Ft. Vancouver Way [eb],,45.638275,-122.645966,,,0,,,0
304,2080,St Johns 8600 Block,,45.684391,-122.625549,,,0,,,0
111,702,Van Mall Dr & 94th Ave [eb],,45.658108,-122.576981,,,0,,,0
10,505,Kauffman & 23rd St,,45.638191,-122.680962,,,0,,,0
441,1176,Main St & 24th St,,45.578499,-122.346519,,,0,,,0
901,2725,NE 99th St & 41st Ct,,45.69326,-122.628693,,,0,,,0
634,3372,E St & 15th St,,45.581249,-122.355858,,,0,,,0
758,1346,Hwy 99 7900 Block,,45.680153,-122.661644,,,0,,,0
431,2333,E St 2200 Block,,45.580887,-122.349373,,,0,,,0
569,3221,NE 117th Ave & 87th St [nb],,45.685329,-122.552399,,,0,,,0
730,1100,Fourth Plain & 112th Ave [wb],,45.665939,-122.558434,,,0,,,0
126,676,Fourth Plain & F St [eb],,45.640072,-122.665863,,,0,,,0
218,3043,Seward Rd & Creekside Dr,,45.721729,-122.707893,,,0,,,0
131,2694,NE 76th St 10600 Block,,45.677727,-122.564171,,,0,,,0
378,2057,Evergreen Blvd & U St [wb],,45.625854,-122.650093,,,0,,,0
530,2216,Hwy 99 & 117th [sb],,45.705921,-122.649689,,,0,,,0
