,tripID,OPD_DATE,vehicleID,distance,ACT_TIME,origLongitude,origLatitude,TIMESTAMP,correctedLatitude,correctedLongitude
257,152570206,02-MAR-20,1776,23187,22484,-122.6824,45.60572,02-MAR-2022484,45.64080188846815,-122.66201387871246
258,152570206,02-MAR-20,1776,23298,22489,-122.68271299999999,45.60474,02-MAR-2022489,45.639916655074614,-122.66202882318076
259,152570206,02-MAR-20,1776,23413,22494,-122.68301000000001,45.60372,02-MAR-2022494,45.63900964398852,-122.66203644625476
260,152570206,02-MAR-20,1776,23527,22499,-122.683278,45.602702,02-MAR-2022499,45.63808477377995,-122.66208574755466
261,152570206,02-MAR-20,1776,23634,22504,-122.68354699999999,45.601752000000005,02-MAR-2022504,45.63715485329073,-122.66216720867536
262,152570206,02-MAR-20,1776,23737,22509,-122.683815,45.600833,02-MAR-2022509,45.6362353757081,-122.6624308825632
263,152570206,02-MAR-20,1776,23841,22514,-122.684083,45.599913,02-MAR-2022514,45.63536272818635,-122.66281730054489
264,152570206,02-MAR-20,1776,23941,22519,-122.68433799999998,45.599015,02-MAR-2022519,45.63456605350566,-122.66328509585853
265,152570206,02-MAR-20,1776,24035,22524,-122.684527,45.598167,02-MAR-2022524,45.63380992552309,-122.66374254970125
266,152570206,02-MAR-20,1776,24129,22529,-122.68460800000001,45.597322999999996,02-MAR-2022529,45.63304390820466,-122.66419973484034
267,152570206,02-MAR-20,1776,24227,22534,-122.68455700000001,45.596441999999996,02-MAR-2022534,45.63228868409645,-122.66464852175955
268,152570206,02-MAR-20,1776,24328,22539,-122.684357,45.595545,02-MAR-2022539,45.63153241561682,-122.66510660269917
269,152570206,02-MAR-20,1776,24432,22544,-122.684005,45.594643,02-MAR-2022544,45.63075399692851,-122.66557849406739
270,152570206,02-MAR-20,1776,24542,22549,-122.68358300000001,45.593703000000005,02-MAR-2022549,45.629916874174214,-122.66608879126159
271,152570206,02-MAR-20,1776,24655,22554,-122.68314699999999,45.592732,02-MAR-2022554,45.62905385497978,-122.66662906115019
272,152570206,02-MAR-20,1776,24770,22559,-122.682695,45.591733000000005,02-MAR-2022559,45.62817802644719,-122.6671434480521
273,152570206,02-MAR-20,1776,24888,22564,-122.68223799999998,45.590722,02-MAR-2022564,45.62730682377658,-122.66765898629205
274,152570206,02-MAR-20,1776,25006,22569,-122.68178,45.589703,02-MAR-2022569,45.62644060857951,-122.6681902710265
275,152570206,02-MAR-20,1776,25127,22574,-122.681312,45.588663000000004,02-MAR-2022574,45.625621097701895,-122.6688045430385
276,152570206,02-MAR-20,1776,25241,22579,-122.68086299999999,45.587672,02-MAR-2022579,45.62487546517349,-122.66950981789513
277,152570206,02-MAR-20,1776,25351,22584,-122.680438,45.58672,02-MAR-2022584,45.624178595450154,-122.67031152585122
278,152570206,02-MAR-20,1776,25464,22589,-122.67999499999999,45.585758,02-MAR-2022589,45.62355238696295,-122.67116334758771
279,152570206,02-MAR-20,1776,25576,22594,-122.679548,45.584792,02-MAR-2022594,45.6230179959598,-122.67190600621899
280,152570206,02-MAR-20,1776,25687,22599,-122.679147,45.583825,02-MAR-2022599,45.62258478161189,-122.67249424739079
281,152570206,02-MAR-20,1776,25795,22604,-122.678867,45.582863,02-MAR-2022604,45.62216745488399,-122.67290769950901
282,152570206,02-MAR-20,1776,25892,22609,-122.678723,45.581973,02-MAR-2022609,45.62124731432105,-122.67349756039032
283,152570206,02-MAR-20,1776,25963,22614,-122.678683,45.581309999999995,02-MAR-2022614,45.62070985934743,-122.67381827910701
284,152570206,02-MAR-20,1776,26020,22619,-122.67868,45.580778,02-MAR-2022619,45.62011696648044,-122.67417207185508
285,152570206,02-MAR-20,1776,26074,22624,-122.678683,45.580290000000005,02-MAR-2022624,45.61954188746371,-122.67451522689987
286,152570206,02-MAR-20,1776,26120,22629,-122.67868999999999,45.579862,02-MAR-2022629,45.61895076293133,-122.67486794847915
287,152570206,02-MAR-20,1776,26158,22634,-122.678693,45.579513,02-MAR-2022634,45.618345761129774,-122.67522894219634
288,152570206,02-MAR-20,1776,26198,22639,-122.678698,45.579162,02-MAR-2022639,45.617726576429895,-122.67560044220184
289,152570206,02-MAR-20,1776,26250,22644,-122.678703,45.578703000000004,02-MAR-2022644,45.61706790433449,-122.67599695102705
290,152570206,02-MAR-20,1776,26311,22649,-122.67870800000001,45.578162,02-MAR-2022649,45.61637249575659,-122.67641556355318
291,152570206,02-MAR-20,1776,26376,22654,-122.67870500000001,45.577578,02-MAR-2022654,45.61563930293533,-122.67685690867978
292,152570206,02-MAR-20,1776,26442,22659,-122.67870800000001,45.57697,02-MAR-2022659,45.61488001942158,-122.67731394584614
293,152570206,02-MAR-20,1776,26505,22664,-122.67871699999999,45.576407,02-MAR-2022664,45.614144063669045,-122.67776273154396
294,152570206,02-MAR-20,1776,26570,22669,-122.678722,45.57582,02-MAR-2022669,45.613242060291185,-122.6782951351386
295,152570206,02-MAR-20,1776,26641,22674,-122.678728,45.575185,02-MAR-2022674,45.61247982974699,-122.67872141632444
296,152570206,02-MAR-20,1776,26717,22679,-122.67873300000001,45.574502,02-MAR-2022679,45.611727449447855,-122.67912253867061
297,152570206,02-MAR-20,1776,26799,22684,-122.67874199999999,45.573768,02-MAR-2022684,45.61080099033432,-122.67960435762657
298,152570206,02-MAR-20,1776,26887,22689,-122.67875,45.572983,02-MAR-2022689,45.60999381534818,-122.68007893779915
